approve,id,label,kind,unit_id,era_id,region_primary,region_others,year_from,year_to,year_precision,exam_weight,prereq_ids,retired,why_confusable,note
○,kc.jptoday.aging,少子高齢化が社会保障を圧迫する因果,causal,gh.4.2.2,3,日本,西欧,1990,2020,century,1.5,kc.jpcwend.bubble,現代日本の国内課題。世界史では扱わない,人口構成の変化が年金・医療・介護の負担配分を変えるという仕組みが、統計の紹介に留まる,
○,kc.jptoday.globalization,グローバル化が生む利益と格差,distinction,gh.4.2.2,3,日本,中国;東南アジア,1990,2020,century,1.4,kc.global.multipolar,現代日本の国内課題。世界史では扱わない,生産の海外移転による安い製品と、国内の雇用の不安定化という表裏が、どちらか一方だけで語られる,
○,kc.jptoday.disaster_energy,災害と原子力政策の転換,causal,gh.4.2.2,3,日本,,1995,2020,exact,1.3,kc.jptoday.aging,現代日本の国内課題。世界史では扱わない,阪神・淡路と東日本という2つの震災が、防災の考え方とエネルギー政策の見直しをそれぞれ促した点が区別されない,
○,kc.jptoday.regional_geo,現代日本をめぐる地域の課題,geo,gh.4.2.2,3,東アジア,日本;中国;朝鮮,1990,2020,century,1.4,kc.occupation.territory_geo,現代日本の国内課題。世界史では扱わない,領土をめぐる論点と、経済的な相互依存が同時に存在するという構図が、地図の上で結びつかない,
○,kc.orient.unification_extent_geo,オリエントを統一した2帝国の版図,geo,wh.2.1.1,1,メソポタミア・イラン,エジプト・北アフリカ;アナトリア・シリア,-670,-330,century,1.4,kc.orient.assyria_vs_achaemenid_rule,,アッシリアとアケメネス朝がどこまで支配したかの差（エジプトを含むか、インダスに達するか）が地図で描けない,
○,kc.china.warring_states_geo,戦国七雄の位置,geo,wh.2.3.1,1,中国,,-403,-221,century,1.3,kc.china.fengjian_vs_junxian,,秦・楚・斉・燕・韓・魏・趙の位置が定着せず、秦が西方の辺境から東進したという統一の方向が見えない,
○,kc.euro.frankish_partition_geo,フランク王国の分割線,geo,wh.2.6.1,1,西欧,,843,870,exact,1.3,kc.euro.verdun_and_mersen,,2条約による分割線の違いと、それが現在のフランス・ドイツ・イタリアのどこに対応するかが地図で結びつかない,
○,kc.medcult.plague_route_geo,黒死病が広がった経路,geo,wh.3.3.3,1,南欧・地中海,西欧;中央アジア;アナトリア・シリア,1347,1351,exact,1.4,kc.medcult.black_death_effects,,中央アジアから黒海・地中海の交易路を通って西欧へ広がった経路が、モンゴル帝国下の東西交流と結びつかない,
○,kc.reformation.confession_map_geo,宗派の分布,geo,wh.3.6.2,2,西欧,東欧・ロシア;北欧;南欧・地中海,1550,1650,century,1.5,kc.reformation.settlement_order,,ルター派（北ドイツ・北欧）・カルヴァン派（スイス・ネーデルラント・スコットランド）・カトリック（南欧・ポーランド）・国教会（イングランド）の分布が地図で区別できない,
○,kc.usrev.thirteen_colonies_geo,13植民地の位置と性格,geo,wh.4.1.2,2,北アメリカ,西欧,1607,1776,exact,1.3,kc.usrev.causes,,ニューイングランド（商工業）・中部・南部（プランテーション）という性格の差が、位置と結びつかない,
○,kc.sea.mainland_vs_island,大陸部と諸島部の国家の性格の違い,distinction,wh.2.2.2,1,東南アジア,,100,1500,century,1.3,kc.sea.port_polities_geo,,農業を基盤とする内陸の王朝（アンコール・パガン）と、交易を基盤とする港市国家（シュリーヴィジャヤ・マラッカ）の違いが混ざる,
○,kc.sea.vietnam_independence,ベトナムが中国から自立する順序,chronology,wh.2.2.2,1,東南アジア,中国,-111,1428,century,1.2,kc.eastasia.tang_cultural_sphere,,前漢の支配・唐の安南都護府・李朝と陳朝の自立・明の再支配と黎朝という長い交替が、一度きりの独立と誤解される,
○,kc.eastasia.ritsuryo_reception,律令を受け入れた国と受け入れ方の違い,distinction,wh.2.3.3,1,東アジア,日本;朝鮮,600,900,century,1.4,kc.eastasia.tang_cultural_sphere,,日本が科挙を採らず氏族の秩序を残したことや、新羅で骨品制が併存したという「選んで受け入れた」性格が抜ける,
○,kc.eastasia.tributary_logic,冊封体制が成り立った理由,causal,wh.2.3.3,1,中国,朝鮮;日本;東南アジア,100,1400,century,1.5,kc.eastasia.tang_cultural_sphere,,称号と返礼という形式が、周辺国にとっては権威の調達と交易の機会でもあったという双方の利益が見えない,
○,kc.eastasia.sphere_geo,東アジア文化圏の広がり,geo,wh.2.3.3,1,東アジア,朝鮮;日本;東南アジア,600,1000,century,1.3,kc.eastasia.tang_cultural_sphere,,漢字文化が及んだ範囲（朝鮮・日本・ベトナム）と、及ばなかった内陸アジアとの境界が地図で描けない,
○,kc.innerasia.steppe_geo,遊牧国家が興亡した地域,geo,wh.2.4.1,1,モンゴル高原,中央アジア;中国,-200,900,century,1.3,kc.innerasia.nomad_vs_oasis,,モンゴル高原・タリム盆地・ソグディアナの位置関係と、それぞれの担い手が地図で結びつかない,
○,kc.innerasia.nomad_military,遊牧国家の軍事的な強さの理由,distinction,wh.2.4.1,1,モンゴル高原,中国,-200,1200,century,1.2,kc.innerasia.nomad_vs_oasis,,騎馬と機動力という点だけで語られ、日常の移動と狩猟がそのまま軍事訓練になる社会構造が抜ける,
○,kc.trade.two_directions,西へ伝わったものと東へ伝わったもの,distinction,wh.2.4.2,1,中央アジア,中国;西欧,-100,1400,century,1.3,kc.trade.three_routes_geo,,絹・紙・火薬・羅針盤（東から西）と、仏教・ガラス・ぶどう・ゾロアスター教（西から東）の向きが入れ替わる,
○,kc.trade.paper_westward,製紙法が西へ伝わった経緯,causal,wh.2.4.2,1,中央アジア,メソポタミア・イラン;西欧,751,1150,exact,1.2,kc.trade.sogdian_role,,タラス河畔の戦いが伝播の契機だったことと、サマルカンドやバグダードを経てヨーロッパに達するまでの時間が結びつかない,
○,kc.euro.byzantine_longevity,ビザンツ帝国が1000年続いた要因,causal,wh.2.6.2,1,東欧・ロシア,アナトリア・シリア,476,1453,exact,1.4,kc.euro.byzantine_institutions,,コンスタンティノープルの立地・貨幣経済の維持・ギリシア火という具体的な条件が、「東ローマは残った」で終わる,
○,kc.euro.russia_order,ロシアが自立するまでの順序,chronology,wh.2.6.2,1,東欧・ロシア,モンゴル高原,882,1480,exact,1.3,kc.euro.slav_division_geo,,キエフ公国・モンゴルの支配・モスクワ大公国の台頭・イヴァン3世の自立という順序と、正教を受け継いだ経緯が崩れる,
○,kc.euro.monastery_vs_church,修道院と司教座教会の役割の違い,distinction,wh.2.6.3,1,西欧,,500,1200,century,1.2,kc.euro.feudal_two_layers,,祈りと労働・写本による古典の保存（修道院）と、教区を通じた住民の統治（司教）という役割分担が混ざる,
○,kc.euro.church_power,教会が世俗の権力を持った因果,causal,wh.2.6.3,1,西欧,南欧・地中海,800,1200,century,1.4,kc.euro.feudal_two_layers,,十分の一税と広大な寄進地が教会を封建領主にしたことが、腐敗と叙任権闘争の前提だという関係が抜ける,
